570,0,201003,1,53001587,5000,,,
570,0,201003,1,53001595,600,,,
570,0,201003,1,90199701,27000,,,
570,0,201003,1,90525890,111600,,,
571,0,201003,1,53001587,3697500,,,
571,0,201003,1,53001595,200,,,
571,0,201003,1,53001596,4000,,,
571,0,201003,1,90199701,1184000,,,
571,0,201003,1,90202775,799500,,,
571,0,201003,1,90462002,9900,,,
571,0,201003,1,90524865,678000,,,
571,0,201003,1,90525890,3497600,,,
571,0,201003,1,90740002,300,,,
572,0,201003,1,53001587,3000,,,
572,0,201003,1,53001588,4000,,,
572,0,201003,1,53001595,2400,,,
572,0,201003,1,90144039,1000,,,
572,0,201003,1,90199701,430500,,,
572,0,201003,1,90202775,1500,,,
572,0,201003,1,90462002,1500,,,
572,0,201003,1,90462003,500,,,
572,0,201003,1,90525890,740500,,,
572,0,201003,1,90740002,2100,,,
573,0,201003,1,53001587,1000,,,
573,0,201003,1,53001595,200,,,
573,0,201003,1,53001596,1000,,,
573,0,201003,1,90199701,12000,,,
573,0,201003,1,90202775,300,,,
573,0,201003,1,90462002,300,,,
573,0,201003,1,90525890,40100,,,
573,0,201003,1,90740002,300,,,
574,0,201003,1,53001587,3000,,,
574,0,201003,1,53001595,1400,,,
574,0,201003,1,53001596,2000,,,
574,0,201003,1,90199701,58000,,,
574,0,201003,1,90462002,600,,,
574,0,201003,1,90525890,17500,,,
575,0,201003,1,53001587,500,,,
575,0,201003,1,53001595,200,,,
575,0,201003,1,90199701,271000,,,
575,0,201003,1,90525890,502400,,,
575,0,201003,1,90740002,300,,,
576,0,201003,1,53001587,500,,,
576,0,201003,1,53001595,600,,,
576,0,201003,1,53001596,1000,,,
576,0,201003,1,90199701,57500,,,
576,0,201003,1,90462002,300,,,
576,0,201003,1,90525890,543200,,,
577,0,201003,1,53001587,500,,,
577,0,201003,1,53001595,200,,,
577,0,201003,1,53001596,1000,,,
577,0,201003,1,90199701,349500,,,
577,0,201003,1,90202775,18600,,,
577,0,201003,1,90462002,2700,,,
577,0,201003,1,90524866,2000,,,
577,0,201003,1,90525890,637000,,,
577,0,201003,1,90669002,600,,,
577,0,201003,1,90805002,500,,,
577,0,201003,1,90806002,500,,,
578,0,201003,1,53001587,500,,,
578,0,201003,1,90199701,87000,,,
578,0,201003,1,90525890,379300,,,
579,0,201003,1,53001587,1500,,,
579,0,201003,1,90199701,142000,,,
579,0,201003,1,90462002,300,,,
579,0,201003,1,90525890,239100,,,
579,0,201003,1,90740002,600,,,
580,0,201003,1,53001595,400,,,
580,0,201003,1,90199701,12000,,,
580,0,201003,1,90525890,27100,,,
fenxiao$201003,70,14620300
